s1	s2	SWL	HP334xx [V]	Temp [mk]	Temp [mk]	time [s]
-0.200000	-1.000000	3	+6.82978300E-01	138.609	563.527	197.380
-0.198000	-1.000000	1	+6.84205800E-01	138.551	563.527	204.350
-0.196000	-1.000000	1	+6.84714800E-01	138.551	560.429	210.210
-0.194000	-1.000000	1	+6.83048200E-01	138.551	560.429	216.330
-0.192000	-1.000000	1	+6.83367500E-01	138.434	560.429	222.060
-0.190000	-1.000000	1	+6.84634900E-01	138.434	561.346	228.030
-0.188000	-1.000000	1	+6.84215800E-01	138.434	561.346	233.580
-0.186000	-1.000000	1	+6.83836600E-01	138.434	561.346	239.420
-0.184000	-1.000000	1	+6.85273600E-01	138.349	561.346	245.600
-0.182000	-1.000000	1	+6.84555100E-01	138.349	563.870	251.670
-0.180000	-1.000000	1	+6.82259700E-01	138.349	563.870	257.750
-0.178000	-1.000000	1	+6.84465300E-01	138.213	563.870	263.960
-0.176000	-1.000000	1	+6.84355500E-01	138.213	563.870	269.820
-0.174000	-1.000000	1	+6.83826600E-01	138.213	561.212	275.570
-0.172000	-1.000000	1	+6.82549200E-01	138.213	561.212	281.650
-0.170000	-1.000000	1	+6.82958300E-01	138.251	561.212	287.980
-0.168000	-1.000000	1	+6.82998300E-01	138.251	559.429	294.160
-0.166000	-1.000000	1	+6.83487300E-01	138.251	559.429	300.130
-0.164000	-1.000000	1	+6.83437400E-01	138.251	559.429	306.090
-0.162000	-1.000000	1	+6.80114100E-01	138.112	559.429	312.200
-0.160000	-1.000000	1	+6.82848600E-01	138.112	561.938	318.450
-0.158000	-1.000000	1	+6.81261800E-01	138.112	561.938	324.630
-0.156000	-1.000000	1	+6.82159900E-01	138.112	561.938	330.620
-0.154000	-1.000000	1	+6.82120000E-01	138.165	561.938	336.370
-0.152000	-1.000000	1	+6.81720800E-01	138.165	561.720	342.350
-0.150000	-1.000000	1	+6.80183900E-01	138.165	561.720	348.750
-0.148000	-1.000000	1	+6.80054200E-01	138.091	561.720	355.700
-0.146000	-1.000000	1	+6.79415500E-01	138.091	561.398	361.801
-0.144000	-1.000000	1	+6.79744800E-01	138.091	561.398	367.991
-0.142000	-1.000000	1	+6.78996400E-01	138.091	561.398	374.191
-0.140000	-1.000000	1	+6.79166000E-01	138.089	561.398	380.371
-0.138000	-1.000000	1	+6.77848700E-01	138.089	561.293	386.581
-0.136000	-1.000000	1	+6.77519300E-01	138.089	561.293	392.891
-0.134000	-1.000000	1	+6.77888600E-01	137.983	561.293	399.071
-0.132000	-1.000000	1	+6.77239900E-01	137.983	561.293	405.061
-0.130000	-1.000000	1	+6.75623200E-01	137.983	560.969	411.351
-0.128000	-1.000000	1	+6.76451500E-01	137.983	560.969	417.321
-0.126000	-1.000000	1	+6.76052300E-01	138.026	560.969	423.081
-0.124000	-1.000000	1	+6.74774900E-01	138.026	561.830	429.391
-0.122000	-1.000000	1	+6.75872700E-01	138.026	561.830	435.571
-0.120000	-1.000000	1	+6.74984500E-01	138.026	561.830	441.781
-0.118000	-1.000000	1	+6.74116200E-01	137.787	561.830	447.521
-0.116000	-1.000000	1	+6.73547400E-01	137.787	562.146	453.251
-0.114000	-1.000000	1	+6.74325800E-01	137.787	562.146	459.231
-0.112000	-1.000000	1	+6.73427600E-01	137.787	562.146	464.881
-0.110000	-1.000000	1	+6.73647200E-01	137.752	562.146	470.751
-0.108000	-1.000000	1	+6.72918700E-01	137.752	561.164	476.481
-0.106000	-1.000000	1	+6.72998500E-01	137.752	561.164	482.351
-0.104000	-1.000000	1	+6.71571400E-01	137.905	561.164	488.761
-0.102000	-1.000000	1	+6.72429600E-01	137.905	561.164	494.831
-0.100000	-1.000000	1	+6.71142300E-01	137.905	561.328	501.361
-0.098000	-1.000000	1	+6.72090300E-01	137.905	561.328	507.321
-0.096000	-1.000000	1	+6.70643300E-01	137.844	561.328	513.291
-0.094000	-1.000000	1	+6.70942700E-01	137.844	561.104	519.481
-0.092000	-1.000000	1	+6.70004600E-01	137.844	561.104	525.761
-0.090000	-1.000000	1	+6.70753000E-01	137.844	561.104	532.191
-0.088000	-1.000000	1	+6.70373800E-01	137.883	561.104	538.391
-0.086000	-1.000000	1	+6.69186200E-01	137.883	561.860	544.781
-0.084000	-1.000000	1	+6.69016600E-01	137.883	561.860	550.641
-0.082000	-1.000000	1	+6.69186200E-01	137.743	561.860	556.401
-0.080000	-1.000000	1	+6.69246100E-01	137.743	561.022	562.601
-0.078000	-1.000000	1	+6.69226100E-01	137.743	561.022	568.461
-0.076000	-1.000000	1	+6.68567500E-01	137.743	561.022	574.431
-0.074000	-1.000000	1	+6.68507600E-01	137.928	561.022	580.191
-0.072000	-1.000000	1	+6.67479700E-01	137.928	561.757	586.151
-0.070000	-1.000000	1	+6.68178300E-01	137.928	561.757	591.791
-0.068000	-1.000000	1	+6.68318000E-01	137.928	561.757	597.871
-0.066000	-1.000000	1	+6.67699200E-01	137.919	561.757	603.741
-0.064000	-1.000000	1	+6.67918800E-01	137.919	560.796	609.381
-0.062000	-1.000000	1	+6.67978700E-01	137.919	560.796	615.221
-0.060000	-1.000000	1	+6.67619400E-01	137.919	560.796	621.431
-0.058000	-1.000000	1	+6.66970700E-01	138.020	560.796	627.631
-0.056000	-1.000000	1	+6.67409800E-01	138.020	562.015	633.141
-0.054000	-1.000000	1	+6.67320000E-01	138.020	562.015	639.101
-0.052000	-1.000000	1	+6.67469700E-01	138.010	562.015	644.971
-0.050000	-1.000000	1	+6.67459700E-01	138.010	562.015	650.741
-0.048000	-1.000000	1	+6.67010600E-01	138.010	560.698	656.461
-0.046000	-1.000000	1	+6.66371900E-01	138.010	560.698	662.781
-0.044000	-1.000000	1	+6.66381900E-01	137.914	560.698	668.631
-0.042000	-1.000000	1	+6.66920800E-01	137.914	560.698	674.631
-0.040000	-1.000000	1	+6.66791100E-01	137.914	560.717	680.601
-0.038000	-1.000000	1	+6.66421800E-01	137.914	560.717	687.001
-0.036000	-1.000000	1	+6.65982700E-01	137.850	560.717	693.231
-0.034000	-1.000000	1	+6.65862900E-01	137.850	561.133	699.431
-0.032000	-1.000000	1	+6.64924800E-01	137.850	561.133	704.941
-0.030000	-1.000000	1	+6.65763100E-01	137.850	561.133	711.141
-0.028000	-1.000000	1	+6.65593500E-01	137.997	561.133	717.341
-0.026000	-1.000000	1	+6.65214300E-01	137.997	560.696	723.631
-0.024000	-1.000000	1	+6.65274100E-01	137.997	560.696	729.931
-0.022000	-1.000000	1	+6.64974700E-01	137.863	560.696	736.461
-0.020000	-1.000000	1	+6.65174300E-01	137.863	561.525	742.421
-0.018000	-1.000000	1	+6.65044600E-01	137.863	561.525	748.741
-0.016000	-1.000000	1	+6.64276100E-01	137.863	561.525	754.901
-0.014000	-1.000000	1	+6.64505700E-01	138.029	561.525	760.991
-0.012000	-1.000000	1	+6.64336000E-01	138.029	559.848	767.211
-0.010000	-1.000000	1	+6.64156400E-01	138.029	559.848	773.371
-0.008000	-1.000000	1	+6.63667400E-01	138.029	559.848	779.701
-0.006000	-1.000000	1	+6.64046600E-01	137.964	559.848	786.071
-0.004000	-1.000000	1	+6.63807100E-01	137.964	560.286	792.161
-0.002000	-1.000000	1	+6.64046600E-01	137.964	560.286	798.141
0.000000	-1.000000	1	+6.63777200E-01	137.964	560.286	804.421
0.002000	-1.000000	1	+6.64016700E-01	137.953	560.286	810.501
0.004000	-1.000000	1	+6.63777200E-01	137.953	561.001	817.131
0.006000	-1.000000	1	+6.63966800E-01	137.953	561.001	823.561
0.008000	-1.000000	1	+6.63926900E-01	138.056	561.001	830.181
0.010000	-1.000000	1	+6.64026700E-01	138.056	561.354	836.131
0.012000	-1.000000	1	+6.64336000E-01	138.056	561.354	842.231
0.014000	-1.000000	1	+6.64655400E-01	137.924	561.354	848.431
0.016000	-1.000000	1	+6.64555600E-01	137.924	560.821	854.391
0.018000	-1.000000	1	+6.64665400E-01	137.924	560.821	860.461
0.020000	-1.000000	1	+6.64964800E-01	137.924	560.821	866.561
0.022000	-1.000000	1	+6.65473700E-01	138.245	560.821	872.971
0.024000	-1.000000	1	+6.65154400E-01	138.245	561.503	879.041
0.026000	-1.000000	1	+6.65084500E-01	138.245	561.503	884.821
0.028000	-1.000000	1	+6.65872900E-01	138.194	561.503	890.551
0.030000	-1.000000	1	+6.65912800E-01	138.194	560.591	896.961
0.032000	-1.000000	1	+6.66142400E-01	138.194	560.591	903.401
0.034000	-1.000000	1	+6.66361900E-01	138.194	560.591	909.361
0.036000	-1.000000	1	+6.66302000E-01	138.113	560.591	915.211
0.038000	-1.000000	1	+6.66581500E-01	138.113	560.752	921.521
0.040000	-1.000000	1	+6.66741200E-01	138.113	560.752	927.911
0.042000	-1.000000	1	+6.66182300E-01	138.113	560.752	934.231
0.044000	-1.000000	1	+6.66890900E-01	138.168	560.752	940.521
0.046000	-1.000000	1	+6.67090500E-01	138.168	561.563	947.351
0.048000	-1.000000	1	+6.67050500E-01	138.168	561.563	953.101
0.050000	-1.000000	1	+6.67090500E-01	138.168	561.563	959.201
0.052000	-1.000000	1	+6.66591500E-01	138.273	561.563	965.181
0.054000	-1.000000	1	+6.67399800E-01	138.273	560.741	971.581
0.056000	-1.000000	1	+6.67000600E-01	138.273	560.741	977.561
0.058000	-1.000000	1	+6.67779100E-01	138.127	560.741	983.651
0.060000	-1.000000	1	+6.67369900E-01	138.127	561.560	989.971
0.062000	-1.000000	1	+6.67369900E-01	138.127	561.560	995.951
0.064000	-1.000000	1	+6.66990700E-01	138.221	561.560	1002.371
0.066000	-1.000000	1	+6.67978700E-01	138.221	561.764	1008.601
0.068000	-1.000000	1	+6.67968700E-01	138.221	561.764	1014.521
0.070000	-1.000000	1	+6.68238100E-01	138.221	561.764	1020.741
0.072000	-1.000000	1	+6.67809000E-01	138.148	561.764	1026.501
0.074000	-1.000000	1	+6.67829000E-01	138.148	561.388	1032.791
0.076000	-1.000000	1	+6.68737100E-01	138.148	561.388	1039.081
0.078000	-1.000000	1	+6.67898800E-01	138.481	561.388	1045.161
0.080000	-1.000000	1	+6.68347900E-01	138.481	561.388	1051.151
0.082000	-1.000000	1	+6.68757100E-01	138.481	558.649	1057.461
0.084000	-1.000000	1	+6.68637300E-01	138.481	558.649	1063.621
0.086000	-1.000000	1	+6.68697200E-01	138.429	558.649	1070.031
0.088000	-1.000000	1	+6.69745100E-01	138.429	561.104	1076.332
0.090000	-1.000000	1	+6.69176200E-01	138.429	561.104	1082.332
0.092000	-1.000000	1	+6.68926700E-01	138.429	561.104	1088.292
0.094000	-1.000000	1	+6.69605400E-01	138.492	561.104	1094.352
0.096000	-1.000000	1	+6.69824900E-01	138.492	560.768	1100.692
0.098000	-1.000000	1	+6.70593400E-01	138.492	560.768	1106.732
0.100000	-1.000000	1	+6.70244100E-01	138.464	560.768	1113.162
0.102000	-1.000000	1	+6.70962600E-01	138.464	559.273	1119.132
0.104000	-1.000000	1	+6.70902700E-01	138.464	559.273	1125.082
0.106000	-1.000000	1	+6.70852800E-01	138.464	559.273	1131.272
0.108000	-1.000000	1	+6.71441600E-01	138.384	559.273	1137.582
0.110000	-1.000000	1	+6.70613300E-01	138.384	560.120	1143.592
0.112000	-1.000000	1	+6.71950600E-01	138.384	560.120	1149.982
0.114000	-1.000000	1	+6.72778900E-01	138.384	560.120	1156.262
0.116000	-1.000000	1	+6.71721100E-01	138.624	560.120	1162.452
0.118000	-1.000000	1	+6.72878700E-01	138.624	559.870	1168.642
0.120000	-1.000000	1	+6.73357800E-01	138.624	559.870	1174.622
0.122000	-1.000000	1	+6.73477500E-01	138.500	559.870	1180.382
0.124000	-1.000000	1	+6.73108300E-01	138.500	559.870	1186.272
0.126000	-1.000000	1	+6.73627200E-01	138.500	560.681	1192.122
0.128000	-1.000000	1	+6.73607300E-01	138.500	560.681	1198.072
0.130000	-1.000000	1	+6.74395700E-01	138.656	560.681	1203.932
0.132000	-1.000000	1	+6.73657200E-01	138.656	560.681	1209.572
0.134000	-1.000000	1	+6.74675100E-01	138.656	559.533	1215.322
0.136000	-1.000000	1	+6.76391600E-01	138.656	559.533	1221.532
0.138000	-1.000000	1	+6.76511400E-01	138.684	559.533	1227.382
0.140000	-1.000000	1	+6.76990400E-01	138.684	559.541	1233.252
0.142000	-1.000000	1	+6.76641100E-01	138.684	559.541	1239.982
0.144000	-1.000000	1	+6.75423600E-01	138.684	559.541	1245.832
0.146000	-1.000000	1	+6.77938500E-01	138.781	559.541	1252.122
0.148000	-1.000000	1	+6.78307700E-01	138.781	560.278	1257.772
0.150000	-1.000000	1	+6.79096200E-01	138.781	560.278	1264.422
0.152000	-1.000000	1	+6.78247900E-01	138.781	560.278	1270.712
0.154000	-1.000000	1	+6.79016300E-01	138.864	560.278	1276.812
0.156000	-1.000000	1	+6.78916500E-01	138.864	559.295	1282.762
0.158000	-1.000000	1	+6.80004300E-01	138.864	559.295	1289.112
0.160000	-1.000000	1	+6.80373600E-01	138.784	559.295	1295.062
0.162000	-1.000000	1	+6.79295700E-01	138.784	559.295	1301.252
0.164000	-1.000000	1	+6.79595100E-01	138.784	559.032	1307.012
0.166000	-1.000000	1	+6.80822700E-01	138.784	559.032	1313.102
0.168000	-1.000000	1	+6.80213900E-01	138.856	559.032	1319.322
0.170000	-1.000000	1	+6.80972400E-01	138.856	558.631	1325.372
0.172000	-1.000000	1	+6.81122000E-01	138.856	558.631	1331.362
0.174000	-1.000000	1	+6.81191900E-01	138.856	558.631	1337.662
0.176000	-1.000000	1	+6.81451400E-01	138.990	558.631	1343.942
0.178000	-1.000000	1	+6.82169900E-01	138.990	559.363	1350.042
0.180000	-1.000000	1	+6.83058100E-01	138.990	559.363	1356.002
0.182000	-1.000000	1	+6.81072200E-01	138.976	559.363	1362.322
0.184000	-1.000000	1	+6.82619000E-01	138.976	561.403	1368.432
0.186000	-1.000000	1	+6.81920400E-01	138.976	561.403	1374.922
0.188000	-1.000000	1	+6.81790700E-01	139.168	561.403	1381.132
0.190000	-1.000000	1	+6.81611100E-01	139.168	561.403	1386.972
0.192000	-1.000000	1	+6.81421400E-01	139.168	559.163	1392.922
0.194000	-1.000000	1	+6.82668900E-01	139.168	559.163	1399.132
0.196000	-1.000000	1	+6.81780700E-01	139.168	559.163	1404.962
0.198000	-1.000000	1	+6.82678900E-01	139.107	559.163	1411.262
0.200000	-1.000000	1	+6.81900500E-01	139.107	561.672	1417.482
0.200000	-0.950000	3	+6.85483200E-01	139.107	561.672	1419.662
0.198000	-0.950000	1	+6.83517200E-01	139.107	561.672	1426.082
0.196000	-0.950000	1	+6.85672800E-01	139.065	561.672	1431.832
0.194000	-0.950000	1	+6.84515200E-01	139.065	558.127	1437.372
0.192000	-0.950000	1	+6.85263700E-01	139.065	558.127	1443.682
0.190000	-0.950000	1	+6.85163900E-01	139.065	558.127	1449.422
0.188000	-0.950000	1	+6.84664900E-01	139.173	558.127	1455.402
0.186000	-0.950000	1	+6.84545100E-01	139.173	561.368	1461.562
0.184000	-0.950000	1	+6.84046100E-01	139.173	561.368	1467.662
0.182000	-0.950000	1	+6.83996200E-01	139.173	561.368	1473.862
0.180000	-0.950000	1	+6.84036200E-01	138.991	561.368	1479.722
0.178000	-0.950000	1	+6.82499300E-01	138.991	563.074	1485.922
0.176000	-0.950000	1	+6.82908400E-01	138.991	563.074	1491.812
0.174000	-0.950000	1	+6.83746700E-01	139.043	563.074	1498.182
0.172000	-0.950000	1	+6.82968300E-01	139.043	563.074	1503.962
0.170000	-0.950000	1	+6.82589100E-01	139.043	562.463	1509.802
0.168000	-0.950000	1	+6.82369500E-01	139.043	562.463	1515.772
0.166000	-0.950000	1	+6.82349600E-01	138.802	562.463	1521.522
0.164000	-0.950000	1	+6.82169900E-01	138.802	562.653	1527.402
0.162000	-0.950000	1	+6.82708800E-01	138.802	562.653	1533.342
0.160000	-0.950000	1	+6.82319600E-01	138.802	562.653	1540.202
0.158000	-0.950000	1	+6.82459300E-01	138.789	562.653	1545.972
0.156000	-0.950000	1	+6.82159900E-01	138.789	561.114	1551.722
0.154000	-0.950000	1	+6.81700900E-01	138.789	561.114	1557.352
0.152000	-0.950000	1	+6.80483300E-01	138.763	561.114	1563.562
0.150000	-0.950000	1	+6.80513300E-01	138.763	562.470	1569.862
0.148000	-0.950000	1	+6.80313700E-01	138.763	562.470	1575.712
0.146000	-0.950000	1	+6.80413500E-01	138.763	562.470	1581.272
0.144000	-0.950000	1	+6.79884600E-01	138.974	562.470	1587.002
0.142000	-0.950000	1	+6.79694900E-01	138.974	562.851	1592.892
0.140000	-0.950000	1	+6.77599200E-01	138.974	562.851	1599.302
0.138000	-0.950000	1	+6.77838700E-01	138.974	562.851	1605.162
0.136000	-0.950000	1	+6.77758900E-01	138.656	562.851	1611.122
0.134000	-0.950000	1	+6.78277800E-01	138.656	562.613	1616.882
0.132000	-0.950000	1	+6.76671100E-01	138.656	562.613	1622.952
0.130000	-0.950000	1	+6.77309800E-01	138.656	562.613	1629.032
0.128000	-0.950000	1	+6.77469400E-01	138.759	562.613	1634.902
0.126000	-0.950000	1	+6.76621200E-01	138.759	563.906	1640.792
0.124000	-0.950000	1	+6.76281800E-01	138.759	563.906	1646.322
0.122000	-0.950000	1	+6.75014400E-01	138.759	563.906	1652.672
0.120000	-0.950000	1	+6.75373700E-01	138.767	563.906	1658.302
0.118000	-0.950000	1	+6.74305800E-01	138.767	562.865	1664.352
0.116000	-0.950000	1	+6.74156100E-01	138.767	562.865	1669.992
0.114000	-0.950000	1	+6.73986500E-01	138.767	562.865	1676.082
0.112000	-0.950000	1	+6.72210100E-01	138.800	562.865	1682.372
0.110000	-0.950000	1	+6.72309900E-01	138.800	562.005	1688.262
0.108000	-0.950000	1	+6.72030500E-01	138.800	562.005	1693.992
0.106000	-0.950000	1	+6.73048400E-01	138.739	562.005	1699.852
0.104000	-0.950000	1	+6.73407700E-01	138.739	561.693	1705.822
0.102000	-0.950000	1	+6.72170200E-01	138.739	561.693	1712.112
0.100000	-0.950000	1	+6.73008500E-01	138.739	561.693	1717.672
0.098000	-0.950000	1	+6.72679100E-01	138.715	561.693	1723.432
0.096000	-0.950000	1	+6.72769000E-01	138.715	562.392	1728.972
0.094000	-0.950000	1	+6.71471600E-01	138.715	562.392	1735.132
0.092000	-0.950000	1	+6.71890700E-01	138.742	562.392	1741.262
0.090000	-0.950000	1	+6.71561400E-01	138.742	562.392	1746.782
0.088000	-0.950000	1	+6.70882800E-01	138.742	560.686	1752.512
0.086000	-0.950000	1	+6.71551400E-01	138.742	560.686	1758.152
0.084000	-0.950000	1	+6.71291900E-01	138.829	560.686	1764.132
0.082000	-0.950000	1	+6.71172200E-01	138.829	561.303	1770.012
0.080000	-0.950000	1	+6.71331900E-01	138.829	561.303	1775.842
0.078000	-0.950000	1	+6.71591300E-01	138.829	561.303	1781.712
0.076000	-0.950000	1	+6.70962600E-01	138.738	561.303	1787.593
0.074000	-0.950000	1	+6.70623300E-01	138.738	561.425	1793.753
0.072000	-0.950000	1	+6.70753000E-01	138.738	561.425	1799.393
0.070000	-0.950000	1	+6.70693200E-01	138.738	561.425	1805.153
0.068000	-0.950000	1	+6.70693200E-01	138.526	561.425	1810.903
0.066000	-0.950000	1	+6.70593400E-01	138.526	563.170	1816.873
0.064000	-0.950000	1	+6.70683200E-01	138.526	563.170	1823.493
0.062000	-0.950000	1	+6.70603300E-01	138.526	563.170	1829.453
0.060000	-0.950000	1	+6.70793000E-01	138.651	563.170	1835.233
0.058000	-0.950000	1	+6.71202100E-01	138.651	561.460	1841.073
0.056000	-0.950000	1	+6.70902700E-01	138.651	561.460	1847.053
0.054000	-0.950000	1	+6.70373800E-01	138.651	561.460	1852.913
0.052000	-0.950000	1	+6.69894800E-01	138.617	561.460	1858.803
0.050000	-0.950000	1	+6.70134300E-01	138.617	562.741	1864.873
0.048000	-0.950000	1	+6.71152200E-01	138.617	562.741	1870.823
0.046000	-0.950000	1	+6.71012500E-01	138.665	562.741	1876.593
0.044000	-0.950000	1	+6.69814900E-01	138.665	561.511	1882.133
0.042000	-0.950000	1	+6.70872800E-01	138.665	561.511	1888.083
0.040000	-0.950000	1	+6.70204100E-01	138.665	561.511	1893.643
0.038000	-0.950000	1	+6.69415700E-01	138.638	561.511	1899.393
0.036000	-0.950000	1	+6.70563400E-01	138.638	561.511	1905.503
0.034000	-0.950000	1	+6.69824900E-01	138.638	562.382	1911.333
0.032000	-0.950000	1	+6.70204100E-01	138.638	562.382	1917.133
0.030000	-0.950000	1	+6.69126300E-01	138.585	562.382	1922.873
0.028000	-0.950000	1	+6.69864800E-01	138.585	562.382	1928.853
0.026000	-0.950000	1	+6.68547500E-01	138.585	562.342	1934.613
0.024000	-0.950000	1	+6.67878900E-01	138.585	562.342	1940.713
0.022000	-0.950000	1	+6.68986600E-01	138.591	562.342	1946.573
0.020000	-0.950000	1	+6.68178300E-01	138.591	562.075	1952.203
0.018000	-0.950000	1	+6.68138300E-01	138.591	562.075	1958.263
0.016000	-0.950000	1	+6.68318000E-01	138.591	562.075	1964.163
0.014000	-0.950000	1	+6.67759100E-01	138.624	562.075	1969.763
0.012000	-0.950000	1	+6.67080500E-01	138.624	563.020	1975.413
0.010000	-0.950000	1	+6.66920800E-01	138.624	563.020	1981.303
0.008000	-0.950000	1	+6.66970700E-01	138.711	563.020	1987.373
0.006000	-0.950000	1	+6.67190300E-01	138.711	560.956	1993.343
0.004000	-0.950000	1	+6.67210200E-01	138.711	560.956	1999.303
0.002000	-0.950000	1	+6.67030600E-01	138.711	560.956	2005.163
0.000000	-0.950000	1	+6.66940800E-01	138.793	560.956	2010.913
-0.002000	-0.950000	1	+6.66501600E-01	138.793	562.274	2017.103
-0.004000	-0.950000	1	+6.67080500E-01	138.793	562.274	2023.193
-0.006000	-0.950000	1	+6.67010600E-01	138.660	562.274	2029.283
-0.008000	-0.950000	1	+6.67120400E-01	138.660	562.274	2035.163
-0.010000	-0.950000	1	+6.66471700E-01	138.660	561.527	2041.333
-0.012000	-0.950000	1	+6.67040600E-01	138.660	561.527	2047.433
-0.014000	-0.950000	1	+6.67349900E-01	138.653	561.527	2053.593
-0.016000	-0.950000	1	+6.67349900E-01	138.653	561.703	2059.953
-0.018000	-0.950000	1	+6.67489600E-01	138.653	561.703	2066.233
-0.020000	-0.950000	1	+6.67888800E-01	138.653	561.703	2072.173
-0.022000	-0.950000	1	+6.67759100E-01	138.505	561.703	2078.353
-0.024000	-0.950000	1	+6.68467700E-01	138.505	561.602	2084.033
-0.026000	-0.950000	1	+6.68747100E-01	138.505	561.602	2090.093
-0.028000	-0.950000	1	+6.68717200E-01	138.505	561.602	2095.733
-0.030000	-0.950000	1	+6.69046500E-01	138.674	561.602	2101.473
-0.032000	-0.950000	1	+6.69116400E-01	138.674	562.344	2107.813
-0.034000	-0.950000	1	+6.69046500E-01	138.674	562.344	2114.173
-0.036000	-0.950000	1	+6.69046500E-01	138.865	562.344	2120.083
-0.038000	-0.950000	1	+6.69615300E-01	138.865	562.344	2125.923
-0.040000	-0.950000	1	+6.70244100E-01	138.865	561.625	2131.743
-0.042000	-0.950000	1	+6.70323900E-01	138.865	561.625	2138.073
-0.044000	-0.950000	1	+6.70204100E-01	138.630	561.625	2143.913
-0.046000	-0.950000	1	+6.70413700E-01	138.630	562.868	2149.893
-0.048000	-0.950000	1	+6.70663200E-01	138.630	562.868	2156.103
-0.050000	-0.950000	1	+6.71082400E-01	138.630	562.868	2162.403
-0.052000	-0.950000	1	+6.70832900E-01	138.751	562.868	2168.813
-0.054000	-0.950000	1	+6.70783000E-01	138.751	562.571	2175.013
-0.056000	-0.950000	1	+6.70912700E-01	138.751	562.571	2181.293
-0.058000	-0.950000	1	+6.71531500E-01	138.636	562.571	2187.363
-0.060000	-0.950000	1	+6.71441600E-01	138.636	562.571	2193.673
-0.062000	-0.950000	1	+6.70952600E-01	138.636	560.985	2199.443
-0.064000	-0.950000	1	+6.71731100E-01	138.636	560.985	2205.433
-0.066000	-0.950000	1	+6.70922700E-01	138.667	560.985	2211.513
-0.068000	-0.950000	1	+6.71112300E-01	138.667	560.777	2217.373
-0.070000	-0.950000	1	+6.71790900E-01	138.667	560.777	2223.383
-0.072000	-0.950000	1	+6.71062400E-01	138.667	560.777	2229.543
-0.074000	-0.950000	1	+6.72848800E-01	138.630	560.777	2235.753
-0.076000	-0.950000	1	+6.72439600E-01	138.630	560.315	2241.733
-0.078000	-0.950000	1	+6.71751000E-01	138.630	560.315	2247.803
-0.080000	-0.950000	1	+6.72020500E-01	138.716	560.315	2254.033
-0.082000	-0.950000	1	+6.71701100E-01	138.716	560.078	2260.113
-0.084000	-0.950000	1	+6.72150200E-01	138.716	560.078	2266.273
-0.086000	-0.950000	1	+6.72948600E-01	138.716	560.078	2272.123
-0.088000	-0.950000	1	+6.72739000E-01	138.756	560.078	2278.223
-0.090000	-0.950000	1	+6.73367700E-01	138.756	560.819	2284.593
-0.092000	-0.950000	1	+6.72579300E-01	138.756	560.819	2290.583
-0.094000	-0.950000	1	+6.73048400E-01	138.756	560.819	2296.973
-0.096000	-0.950000	1	+6.73996500E-01	138.613	560.819	2303.173
-0.098000	-0.950000	1	+6.72669200E-01	138.613	559.065	2309.583
-0.100000	-0.950000	1	+6.74395700E-01	138.613	559.065	2315.653
-0.102000	-0.950000	1	+6.74176100E-01	138.636	559.065	2322.183
-0.104000	-0.950000	1	+6.73896700E-01	138.636	560.141	2328.813
-0.106000	-0.950000	1	+6.74884700E-01	138.636	560.141	2335.213
-0.108000	-0.950000	1	+6.75303800E-01	138.729	560.141	2341.313
-0.110000	-0.950000	1	+6.75044400E-01	138.729	560.141	2346.953
-0.112000	-0.950000	1	+6.74385700E-01	138.729	561.159	2353.143
-0.114000	-0.950000	1	+6.75982500E-01	138.729	561.159	2359.453
-0.116000	-0.950000	1	+6.75733000E-01	138.857	561.159	2365.303
-0.118000	-0.950000	1	+6.75972500E-01	138.857	561.159	2371.193
-0.120000	-0.950000	1	+6.76850700E-01	138.857	561.525	2377.353
-0.122000	-0.950000	1	+6.75373700E-01	138.857	561.525	2383.653
-0.124000	-0.950000	1	+6.77219900E-01	138.760	561.525	2389.743
-0.126000	-0.950000	1	+6.77798800E-01	138.760	561.525	2395.493
-0.128000	-0.950000	1	+6.76291800E-01	138.760	559.474	2401.483
-0.130000	-0.950000	1	+6.77788800E-01	138.760	559.474	2407.763
-0.132000	-0.950000	1	+6.78018300E-01	138.897	559.474	2413.383
-0.134000	-0.950000	1	+6.78128100E-01	138.897	560.821	2419.253
-0.136000	-0.950000	1	+6.78567200E-01	138.897	560.821	2424.993
-0.138000	-0.950000	1	+6.79465400E-01	138.897	560.821	2431.303
-0.140000	-0.950000	1	+6.79615100E-01	139.008	560.821	2437.173
-0.142000	-0.950000	1	+6.80183900E-01	139.008	560.250	2443.253
-0.144000	-0.950000	1	+6.79724900E-01	139.008	560.250	2448.793
-0.146000	-0.950000	1	+6.80104100E-01	139.008	560.250	2454.743
-0.148000	-0.950000	1	+6.81521200E-01	138.978	560.250	2460.633
-0.150000	-0.950000	1	+6.81651000E-01	138.978	559.614	2466.783
-0.152000	-0.950000	1	+6.82758700E-01	138.978	559.614	2473.233
-0.154000	-0.950000	1	+6.82449400E-01	138.758	559.614	2479.193
-0.156000	-0.950000	1	+6.82369500E-01	138.758	560.681	2485.063
-0.158000	-0.950000	1	+6.81750800E-01	138.758	560.681	2490.943
-0.160000	-0.950000	1	+6.83726800E-01	138.758	560.681	2497.143
-0.162000	-0.950000	1	+6.82768700E-01	138.993	560.681	2503.204
-0.164000	-0.950000	1	+6.83417400E-01	138.993	560.248	2509.184
-0.166000	-0.950000	1	+6.83936400E-01	138.993	560.248	2514.944
-0.168000	-0.950000	1	+6.85173800E-01	138.993	560.248	2521.154
